inchi_key,smiles,homo (eV),lumo (eV),vertical_excitation_energy (eV),redox_potential_S0 (eV),redox_potential_S1 (eV),redox_potential_T1 (eV),dipole_moment_S0 (D),dipole_moment_S1 (D),dipole_moment_T1 (D),0-0_S1 (eV),0-0_T1 (eV),ionization_potential (eV)
XRDPKJFBDYZSCO-UHFFFAOYSA-N,Clc1cnc(s1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ncc(s1)Cl,-5.532075,-2.695832,,,,,4.37448,,4.5492,,1.17,
XSMKDNAUZRLVCZ-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(n1C)S)c1ccc(n1C)S,-6.128276,-3.103458,1.6,0.94,-0.94,-0.57,3.45422,3.45422,23.86728,1.88,1.51,6.8
XUDDEHLBXFUORL-DQRAZIAOSA-N,[O-][N+](=O)c1cnc(nc1)c1ccc(s1)/N=N\c1ccc(s1)c1ncc(cn1)[N+](=O)[O-],-6.523113,-3.712721,,1.41,,1.19,0.5277,,0.748,,0.22,7.43
XWBIDAXKCGWPGU-UHFFFAOYSA-N,O=Cn1c(ccc1C(F)(F)F)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(n1C=O)C(F)(F)F,-5.590851,-2.575285,,,,,7.33158,,,,,
XWCZLASPNZHQBK-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)C1=CC=CS1(=O)=O)C1=CC=CS1(=O)=O,-7.154145,-3.495847,2.39,2.25,-0.23,0.78,6.8713,6.8713,13.25301,2.48,1.47,8.16
XYURNJUMVFIFBP-UHFFFAOYSA-N,Clc1nnc(nn1)[C@]1(Cl)N=N1,-7.799327,-3.741565,1.82,2.78,0.89,1.33,0.35369,0.35369,0.52613,1.89,1.45,9.24
XYYZHXPUWJXTKW-UHFFFAOYSA-N,O=Cn1c(ccc1[C@@]1(N=N1)C(F)(F)F)C(F)(F)F,-7.742455,-2.688213,2.54,2.63,-0.31,-0.05,4.58562,4.58562,9.22915,2.94,2.68,9.12
XZCUIVOSLABRFP-KQQUZDAGSA-N,FC(/C=C/c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)/C=C/C(F)(F)F)(F)F,-7.443674,-3.291761,2.73,2.54,-0.29,0.31,2.23442,2.23442,5.36994,2.83,2.23,8.68
XZUJYXLHLMOXGB-UHFFFAOYSA-N,O/N=C/[C@]1(O)N=N1,-7.391156,-2.46127,2.51,2.44,-0.22,0.19,3.89121,3.89121,6.72017,2.66,2.25,9.02
YBPMXCYXGLRPPI-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)C1=CC=C(S1(=O)=O)O)C1=CC=C(S1(=O)=O)O,-6.734001,-3.312986,2.24,1.82,-0.5,0.42,13.3573,13.3573,13.44496,2.32,1.4,7.73
YBYYXOAADJXVNM-UHFFFAOYSA-N,c1csc(c1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1cccs1,-5.368262,-2.462902,,,,,0.5295,,0.8793,,1.2,
YDJAGHQEEIVKPW-ZCXUNETKSA-N,Oc1ccc(s1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(s1)O,-5.577518,-2.768758,,0.39,,0.34,11.54965,,2.01322,,0.05,6.04
YDMXLEOUUGAJRP-HUWOUMPJSA-N,[O-][N+](=O)/N=C\c1ccc(s1)/N=N\c1ccc(s1)/C=N\[N+](=O)[O-],-6.941896,-3.827826,,,,,9.97118,,9.02854,,0.26,
YEWVDGDKQBCJCU-MZAUSLISSA-N,S/N=C\c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)/C=N\S,-6.72992,-3.220195,2.37,1.92,-0.57,-0.33,1.15625,1.15625,4.70634,2.49,2.25,7.83
YFBHWMHWOVFIMH-UHFFFAOYSA-N,Sc1cc2c3cc(S)c4c5c3c(c3c2c2c1cccc2c(c3)S)cc(c5ccc4)S,-5.386222,-2.513516,1.88,0.58,-1.42,-0.63,1.75867,1.75867,2.31533,2,1.21,6.26
YFNCKTCFCGZXRT-UHFFFAOYSA-N,Cc1cnc(s1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ncc(s1)C,-5.449352,-2.600592,,,,,2.76309,,1.95822,,1.17,
YFXOZWBVNXKPLD-UHFFFAOYSA-N,c1ccc([nH]1)[C@@H]1N=N1,-6.174535,-2.129291,2.01,1.27,-0.95,-0.69,0.85258,0.85258,8.64263,2.22,1.96,7.77
YGBWSCIZVMHHDY-UHFFFAOYSA-N,FC#Cc1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)C#CF,,,,,,,,,,,,
YGFADCFQUXALFA-UHFFFAOYSA-N,FC(Oc1ccc(o1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc(o1)OC(F)(F)F)(F)F,-6.596312,-3.175841,2.22,1.64,-0.7,-0.45,4.7248,4.7248,8.07685,2.34,2.09,7.47
YGHVARRUSZHZPB-UHFFFAOYSA-N,Cn1cccc1c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1cccn1C,-5.383228,-2.413106,,,,,0.6529,,0.4204,,1.24,
YHMJOMCVSOIKEK-UHFFFAOYSA-N,Sc1cnc(s1)[C@]1(S)N=N1,-6.9604,-2.570387,2.12,1.71,-0.65,-0.4,3.20612,3.20612,9.55458,2.36,2.11,8.1
YIACYVPXHITQHF-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc([nH]1)C)c1ccc([nH]1)C,-5.839835,-3.015566,1.73,1.05,-0.79,-0.56,6.6343,6.6343,11.5859,1.84,1.61,6.76
YIJONLONYQMHSA-UHFFFAOYSA-N,Cn1cccc1[C@@H]1N=N1,-6.136984,-2.007928,2.11,1.2,-1.12,-0.83,4.85063,4.85063,10.94323,2.32,2.03,7.56
YIKZGUMSMXDYAY-SFECMWDFSA-N,Cl/C=C\c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)/C=C\Cl,-6.928291,-3.228359,2.41,2.08,-0.48,0.08,0.89983,0.89983,9.36873,2.56,2,8.04
YIOBKFLFYVSWCH-UHFFFAOYSA-N,O=Cn1c(S)ccc1c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(n1C=O)S,-5.559558,-2.575285,,,,,8.96858,,,,,
YJXPEWNQQZOSIX-UHFFFAOYSA-N,Clc1ccc(o1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(o1)Cl,-5.357105,-2.545081,,,,,2.30435,,2.23616,,1.15,
YKAWGSCWUZEUFM-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(n1C)Cl)c1ccc(n1C)Cl,-6.124739,-3.100737,1.88,1.42,-0.59,-0.24,1.0926,1.0926,19.88035,2.01,1.66,7.03
YKNLFORWCULXSS-UHFFFAOYSA-N,[O-][N+](=O)c1cnc(s1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ncc(s1)[N+](=O)[O-],-5.723643,-3.411491,,,,,12.02175,,,,,
YKXOZRNVEVFZRM-ZCXUNETKSA-N,c1csc(c1)c1ccc(s1)/N=N\c1ccc(s1)c1cccs1,-5.720922,-2.982096,,0.64,,0.5,6.0016,,5.1878,,0.14,6.36
YLZWOXYCRGOLBY-UHFFFAOYSA-N,Cn1c(F)ccc1c1cc2c3cc(c4ccc(n4C)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(n1C)F)cc(c5ccc4)c1ccc(n1C)F,,,,,,,,,,,,
YMSLFDYDPCEIJA-UHFFFAOYSA-N,Fc1cnc(nc1)c1cc2c3cc(c4ncc(cn4)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ncc(cn1)F)cc(c5ccc4)c1ncc(cn1)F,-5.578878,-2.74318,,,,,0.12857,,,,,
YNFSQDSLRDGBJY-UHFFFAOYSA-N,COc1cnc(nc1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ncc(cn1)OC,-6.874956,-3.164956,2.48,2.07,-0.53,-0.3,4.83763,4.83763,8.71115,2.6,2.37,7.66
YNFXXMKLTIRKJU-VHXPQNKSSA-N,N#Cc1ccc(n1C)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(n1C)C#N,-6.111677,-2.931483,,0.91,,0.67,6.18913,,4.3157,,0.24,6.77
YNZXZWNGKFZVFG-ZCXUNETKSA-N,c1coc(c1)c1ccc(s1)/N=N\c1ccc(s1)c1ccco1,-5.661601,-2.954884,,0.63,,0.49,7.2108,,6.34179,,0.14,6.33
YOQGRWZWSLUZTC-UHFFFAOYSA-N,FC(Oc1c[nH]c(c1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1[nH]cc(c1)OC(F)(F)F)(F)F,-5.357922,-2.460998,,,,,8.971,,,,,
YPADGRRJUOTOCA-UHFFFAOYSA-N,O=Cn1c(ccc1[N+](=O)[O-])c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(n1C=O)[N+](=O)[O-],-5.650988,-3.235706,,,,,11.80641,,,,,
YPJLYZZQAYFVAI-UHFFFAOYSA-N,Sc1ccc(nc1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(cn1)S,-5.422141,-2.475148,,,,,1.8947,,,,,
YPXHLVIGWXGSIO-UHFFFAOYSA-N,FC(Oc1ccc(cc1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc(cc1)OC(F)(F)F)(F)F,-7.107886,-3.164412,2.54,2.18,-0.53,-0.27,2.96531,2.96531,1.22736,2.71,2.45,8.11
YQIKJLLDZVYCCL-UHFFFAOYSA-N,FC(c1csc(n1)[C@@]1(N=N1)C(F)(F)F)(F)F,-7.849124,-2.857468,2.79,2.86,-0.18,0.09,4.5144,4.5144,9.10257,3.04,2.77,9.45
YSBWCFBBMLISQO-QPLCGJKRSA-N,N#Cc1ccc(cc1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(cc1)C#N,-6.093718,-3.17448,,1.05,,0.85,1.2669,,0.7617,,0.2,7.04
YSPNHIGDZKPKML-UHFFFAOYSA-N,N#C/N=C/[C@]1(C#N)N=N1,-8.774855,-3.229991,3.38,3.79,0.3,1.06,2.96386,2.96386,0.52925,3.49,2.73,10.57
YSWTWWVHTOBCMH-VXPUYCOJSA-N,ClC1=CC=C(S1(=O)=O)c1ccc(s1)/N=N\c1ccc(s1)C1=CC=C(S1(=O)=O)Cl,,,,,,,,,,,,
YTJOEMMGJZVPEF-QPLCGJKRSA-N,FC(c1ccc(s1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(s1)C(F)(F)F)(F)F,-5.983511,-3.171487,,0.95,,0.8,0.5283,,0.0878,,0.15,6.85
YTLNUZSNEHTRQT-UHFFFAOYSA-N,O=Cn1cccc1[C@@H]1N=N1,-6.609101,-2.104801,2.37,1.65,-0.92,-0.6,4.5535,4.5535,10.97818,2.57,2.25,8.12
YUXUXWXAFGFVKS-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1scc(n1)O)c1scc(n1)O,-6.499711,-3.292578,2.09,1.51,-0.68,-0.49,2.2276,2.2276,3.8209,2.19,2,7.48
YVOZBSSIPJBLJM-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(o1)[N+](=O)[O-])c1ccc(o1)[N+](=O)[O-],-7.126118,-3.568773,2.42,2.44,-0.05,0.22,6.3166,6.3166,9.152,2.49,2.22,8.33
YWABZRVUFYXPEZ-UHFFFAOYSA-N,N#Cc1c[nH]c(c1)c1cc2c3cc(c4[nH]cc(c4)C#N)c4c5c3c(c3c2c2c1cccc2c(c3)c1[nH]cc(c1)C#N)cc(c5ccc4)c1[nH]cc(c1)C#N,-5.513299,-2.657192,,,,,17.09445,,,,,
YWLRUHNUFSJURY-YPKPFQOOSA-N,[O-][N+](=O)c1nnc(nn1)c1ccc(s1)/N=N\c1ccc(s1)c1nnc(nn1)[N+](=O)[O-],-6.839582,-4.096402,,1.75,,1.55,2.8954,,1.3436,,0.2,8.01
YWQIMCROBNPOEV-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(cn1)OC(F)(F)F)c1ccc(cn1)OC(F)(F)F,-7.270066,-3.227814,,2.24,,1.97,3.20898,,3.04204,,0.27,8.23
YXXPKOIHKNEONS-UHFFFAOYSA-N,N#Cc1csc(n1)[C@]1(C#N)N=N1,-7.8113,-2.99298,2.75,2.86,-0.11,0.13,4.20898,4.20898,8.79935,2.97,2.73,9.54
YYOKSVUPZSHXEG-UHFFFAOYSA-N,FC(OC#C[C@@]1(N=N1)OC(F)(F)F)(F)F,-8.200967,-2.81529,2.65,,,,1.79618,1.79618,5.16852,2.93,2.6,9.46
YZLFRTJVBQHTHY-UHFFFAOYSA-N,Oc1ccc(o1)[C@]1(O)N=N1,-6.204196,-2.255007,1.81,1.28,-0.78,-0.5,2.99515,2.99515,6.79588,2.06,1.78,7.69
ZAFUHUJOUOBOMX-VHXPQNKSSA-N,Fc1ccc(cc1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(cc1)F,-6.097255,-2.791888,,0.84,,0.62,4.94509,,3.94147,,0.22,6.62
ZAODOSNOYTZPLH-UHFFFAOYSA-N,ClC#Cc1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)C#CCl,,,,,,,,,,,,
ZBMHUZFCMSVYED-UHFFFAOYSA-N,Clc1cnc(nc1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ncc(cn1)Cl,-5.532619,-2.645219,,,,,0.1835,,0.5311,,1.21,
ZCCJIBBNUAQCGM-UHFFFAOYSA-N,N#Cc1ccc(n1C)[C@]1(C#N)N=N1,-7.153873,-2.878965,2.24,2.1,-0.35,-0.07,3.90634,3.90634,7.00965,2.45,2.17,8.62
ZCGJCECGLFKXDQ-UHFFFAOYSA-N,FC(Oc1nnc(nn1)[C@@]1(N=N1)OC(F)(F)F)(F)F,-7.925044,-3.83871,1.83,2.96,1.04,1.49,0.63342,0.63342,0.56496,1.92,1.47,9.41
ZCTUGSFGFLQGFF-UHFFFAOYSA-N,FC(Oc1ncc([nH]1)c1cc2c3cc(c4cnc([nH]4)OC(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1cnc([nH]1)OC(F)(F)F)cc(c5ccc4)c1cnc([nH]1)OC(F)(F)F)(F)F,,,,,,,,,,,,
ZEQJMPVEKYRVSD-UHFFFAOYSA-N,Fc1ccc([nH]1)[C@]1(F)N=N1,-6.493453,-2.559775,1.94,1.59,-0.57,-0.26,1.64132,1.64132,9.89874,2.16,1.85,8.18
ZEUDVACYNHJWBM-UHFFFAOYSA-N,Fc1c(F)c(F)c2c(c1F)c1c3c4c2c2c(c5c4c4c6c3c(c3c1c1ccccc1s3)c1sc3c(c1c6c1c(c4c4c5sc5c4cccc5)c(F)c(c(c1F)F)F)cccc3)sc1c2cccc1,,,,,,,,,,,,
ZFXYJWFRLBJFQB-UHFFFAOYSA-N,Oc1ccc(cc1)c1cc2c3cc(c4ccc(cc4)O)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(cc1)O)cc(c5ccc4)c1ccc(cc1)O,,,,,,,,,,,,
ZHCFGIDVOIUSCF-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ncc(o1)O)c1ncc(o1)O,-6.427873,-3.225638,2.06,1.66,-0.55,-0.36,3.48564,3.48564,6.85901,2.21,2.02,7.44
ZHGGPENXBPYPNG-UHFFFAOYSA-N,FC1=CC=C(C1)c1cc2c3cc(C4=CC=C(C4)F)c4c5c3c(c3c2c2c1cccc2c(c3)C1=CC=C(C1)F)cc(c5ccc4)C1=CC=C(C1)F,-5.117645,-2.455011,,,,,1.00267,,,,,
ZIMFFDPFFRNYRT-UHFFFAOYSA-N,Sc1csc(n1)[C@]1(S)N=N1,-6.599849,-2.564401,2.21,1.73,-0.64,-0.4,2.49335,2.49335,8.25539,2.37,2.13,8.08
ZIOXCXAZNIYFKT-UHFFFAOYSA-N,FC(/N=C/c1cc2c3cc(/C=N/C(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)/C=N\C(F)(F)F)cc(c5ccc4)/C=N/C(F)(F)F)(F)F,-6.084738,-3.538024,,,,,2.03287,,,,,0.02
ZJPUGYWVFBARGF-UHFFFAOYSA-N,Oc1c[nH]c(c1)c1cc2c3cc(c4[nH]cc(c4)O)c4c5c3c(c3c2c2c1cccc2c(c3)c1[nH]cc(c1)O)cc(c5ccc4)c1[nH]cc(c1)O,-5.127713,-2.450929,,,,,4.26643,,,,,
ZKHXYSAMRICNOJ-UHFFFAOYSA-N,C=Cc1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)C=C,-6.953869,-3.129309,2.49,2.12,-0.51,-0.17,0.61329,0.61329,2.88914,2.63,2.29,8.08
ZKVBFLSERUVRBG-UHFFFAOYSA-N,Clc1ccc(o1)c1cc2c3cc(c4ccc(o4)Cl)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(o1)Cl)cc(c5ccc4)c1ccc(o1)Cl,-5.35901,-2.699369,,,,,3.12944,,,,,
ZLEPIQKBSKWNLE-VXPUYCOJSA-N,Cc1ccc(s1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(s1)C,-5.729629,-2.82427,,0.52,,0.45,8.88609,,1.21953,,0.07,6.16
ZLVMWWILZCAYDJ-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(cc1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(cc1)[N+](=O)[O-],-5.534524,-3.008491,,,,,12.0647,,,,,
ZLYIYYMBQVVTRL-ZCXUNETKSA-N,O=S1(=O)C(=CC=C1[N+](=O)[O-])c1ccc(s1)/N=N\c1ccc(s1)C1=CC=C(S1(=O)=O)[N+](=O)[O-],-6.747879,-4.345114,,0.94,,1.26,11.78523,,19.7282,,-0.32,7.65
ZMIIJKOYOYHKOC-UHFFFAOYSA-N,[O-][N+](=O)C1=CC=C(C1)[C@@]1(N=N1)[N+](=O)[O-],-7.502451,-3.355164,2.45,2.58,-0.06,0.83,5.86603,5.86603,7.48487,2.64,1.75,9.23
ZMOTYASAHAZYIC-UHFFFAOYSA-N,OC1=CC=C(S1(=O)=O)[C@]1(O)N=N1,-6.962305,-2.532019,2.34,1.96,-0.59,0.37,8.53162,8.53162,9.21823,2.55,1.59,8.43
ZNWOMZQCKFNCFG-UHFFFAOYSA-N,Cc1cnc(nc1)c1cc2c3cc(c4ncc(cn4)C)c4c5c3c(c3c2c2c1cccc2c(c3)c1ncc(cn1)C)cc(c5ccc4)c1ncc(cn1)C,,,,,,,,,,,,
ZODKNIJZLSCUPJ-UHFFFAOYSA-N,COC#Cc1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C#COC,,,,,,,,,,,,
ZOEUQFMHVNSOSS-UHFFFAOYSA-N,Clc1cc2c(c(c1Cl)Cl)c1ccc3c4c1c1c2c2cc(Cl)c(c(c2c2c1c1c4c(c4c3c(Cl)c(Cl)c(c4)Cl)c3c(c1cc2)c(Cl)c(c(c3)Cl)Cl)Cl)Cl,,,,,,,,,,,,
ZOTXVKYQCVVCRA-DQRAZIAOSA-N,CC1=CC=C(C1)c1ccc(s1)/N=N\c1ccc(s1)C1=CC=C(C1)C,,,,,,,,,0.002,,,5.9
ZPIRVBKWVRTJLF-UHFFFAOYSA-N,Cl/C=C/c1cc2c3cc(/C=C/Cl)c4c5c3c(c3c2c2c1cccc2c(c3)/C=C/Cl)cc(c5ccc4)/C=C/Cl,-5.505952,-2.675151,1.77,0.68,-1.24,-0.47,0.0001,0.0001,0.0697,1.92,1.15,6.44
ZPRHAPILUBLPFE-GLIMQPGKSA-N,C/C=C\c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)/C=C\C,-6.780805,-3.060464,2.36,1.88,-0.63,-0.35,2.2967,2.2967,5.8819,2.51,2.23,7.79
ZQPOTDXQUCATOH-UHFFFAOYSA-N,Sc1ccc(o1)[C@]1(S)N=N1,-6.682028,-2.405486,1.87,1.29,-0.9,-0.7,3.0725,3.0725,11.33933,2.19,1.99,7.67
ZSVWBCJGYMRHLO-UHFFFAOYSA-N,O=Cn1cccc1c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1cccn1C=O,-6.587876,-3.170398,2.17,1.83,-0.47,-0.25,3.53369,3.53369,5.24117,2.3,2.08,7.55
ZTGSGGXGYCXSRJ-UHFFFAOYSA-N,Clc1ccc([nH]1)c1cc2c3cc(c4ccc([nH]4)Cl)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc([nH]1)Cl)cc(c5ccc4)c1ccc([nH]1)Cl,,,,,,,,,,,,
ZTQQCQRRTHAIBE-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)C1=CC=C(S1(=O)=O)F)C1=CC=C(S1(=O)=O)F,-7.132104,-3.475166,2.37,,,,7.09702,7.09702,8.77034,2.47,1.44,8.19
ZUGMHXKPUIITOO-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)C1=CC=C(S1(=O)=O)[N+](=O)[O-])C1=CC=C(S1(=O)=O)[N+](=O)[O-],-7.640413,-4.20171,2.15,2.74,0.44,0.69,10.87059,10.87059,10.84927,2.3,2.05,8.86
ZVDLVILVHSTBRD-UHFFFAOYSA-N,FC(c1ccc(o1)c1cc2c3cc(c4ccc(o4)C(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(o1)C(F)(F)F)cc(c5ccc4)c1ccc(o1)C(F)(F)F)(F)F,,,,,,,,,,,,
ZWLXMFKMAKBKLY-UHFFFAOYSA-N,c1coc(c1)[C@@H]1N=N1,-6.588693,-2.173645,2.33,1.7,-0.83,-0.52,2.09811,2.09811,8.86259,2.53,2.22,8.23
