smiles,imageName,inchiKey
N#Cc1cnc2c(c1)C(=O)C(=CC2=O)C#CN(C)C,17.png,ACKBERCYXRVHIY-UHFFFAOYSA-N
COc1cnc2c(n1)C(=O)C(=C(C2=O)c1ccc(cn1)O)c1ccc(cn1)O,18.png,ACNMDAQCKUDGOH-UHFFFAOYSA-N
Fc1cnc(nc1)C1=C(c2ncc(cn2)F)C(=O)c2c(C1=O)nccc2,19.png,ACQFBNGCQBTRTO-UHFFFAOYSA-N
N#Cc1nc2c(nc1C#N)C(=O)C=C(C2=O)c1ccc(s1)OC,20.png,ACUCJRVJTBUONQ-UHFFFAOYSA-N
N#Cc1ccc([nH]1)C1=C(c2ccc([nH]2)C#N)C(=O)c2c(C1=O)nc(C#N)c(n2)C#N,21.png,ACYNLGLELDEJTC-UHFFFAOYSA-N
N#Cc1cc2C(=O)C(=CC(=O)c2nc1C#N)c1ccc([nH]1)OC(F)(F)F,22.png,ACZGGHFRUCVNRH-UHFFFAOYSA-N
N#Cc1[nH]cc(n1)C1=CC(=O)c2c(C1=O)c(C#N)ccn2,23.png,ACZPAVNMVOUKEN-UHFFFAOYSA-N
N#Cc1ccnc2c1C(=O)C(=CC2=O)C1=CC=C(C1)C,24.png,ADEVWSHVRHUQHM-UHFFFAOYSA-N
N#Cc1nc2C(=O)C=C(C(=O)c2nc1C#N)n1nnc(c1)F,25.png,ADGPQJYTCLJQHK-UHFFFAOYSA-N
N#Cc1c[nH]c(c1)C1=C(c2[nH]cc(c2)C#N)C(=O)c2c(C1=O)nc(C#N)c(c2)C#N,26.png,ADKGKNLZWJTHJX-UHFFFAOYSA-N
N#Cc1nc2C(=O)C(=CC(=O)c2nc1C#N)c1ccc(n1C)N=C(O)C,27.png,ADTXFHGSZVLPLF-UHFFFAOYSA-N
N#Cc1nc2c(nc1C#N)C(=O)C(=C(C2=O)c1ccc(o1)N(=O)=O)c1ccc(o1)N(=O)=O,28.png,ADYZTEMZPUNRAL-UHFFFAOYSA-N
N#Cc1cnc2c(c1C#N)C(=O)C(=C(C2=O)c1scc(n1)F)c1scc(n1)F,29.png,AEAKSIBXUSQKDE-UHFFFAOYSA-N
COc1cnc(s1)C1=C(c2ncc(s2)OC)C(=O)c2c(C1=O)nc(C#N)cc2C#N,30.png,AEBHIQYQCRVPQV-UHFFFAOYSA-N
N#Cc1cc2C(=O)C(=C(C(=O)c2nc1C#N)c1ncc(s1)C(F)(F)F)c1ncc(s1)C(F)(F)F,31.png,AEHIUOTZEMNJLZ-UHFFFAOYSA-N
N#Cc1nc2c(cc1C#N)C(=O)C(=C(C2=O)c1ccc([nH]1)F)c1ccc([nH]1)F,32.png,AEPZONLLEKSMCF-UHFFFAOYSA-N
N#Cc1c(C#N)cnc2c1C(=O)C(=CC2=O)c1ccc(cc1)F,33.png,AEQVGFWYUDIFCF-UHFFFAOYSA-N
N#Cc1cnc2c(c1)C(=O)/C(=C/N=N[C+](O)C)/C=C2[O-],34.png,AETUTHNIYNVEPB-OMCISZLKSA-N
COc1ccc2c(n1)C(=O)C=C(C2=O)c1cnc([nH]1)F,35.png,AEUJAKNTILPWHV-UHFFFAOYSA-N
N#Cc1cnc2c(c1C#N)C(=O)C(=C(C2=O)c1occ(n1)C)c1occ(n1)C,36.png,AEUPEPYOWDQRRB-UHFFFAOYSA-N
O=C1c2cccnc2C(=O)C=C1c1cnc([nH]1)C(F)(F)F,37.png,AEYRWWRBEASBEL-UHFFFAOYSA-N
N#Cc1ccc2c(n1)C(=O)C(=C(C2=O)/C=C/N(C)C)/C=C/N(C)C,38.png,AFAKYNUOYOVAAH-FIFLTTCUSA-N
N#Cc1nc2C(=O)C=C(C(=O)c2nc1C#N)c1[nH]cc(c1)C,39.png,AFHLKNVTLZXQEP-UHFFFAOYSA-N
O=C1C(=C(C(=O)c2c1nccn2)c1[nH]cc(c1)C)c1[nH]cc(c1)C,40.png,AFHLSVTUMSEABX-UHFFFAOYSA-N
N[CH+]C1=C(C=N)C(=O)c2c(C1=O)nc(C#N)c(c2)C#N,41.png,AFIBPNJGTDMRIV-DLXFVVKBSA-N
N#Cc1nc2c(nc1C#N)C(=O)C(=C(C2=O)c1ccc(o1)C)c1ccc(o1)C,42.png,AFNZRDCQQKNNKW-UHFFFAOYSA-N
N#Cc1nc2C(=O)C(=CC(=O)c2nc1C#N)C1=CC=C(C1)OC(F)(F)F,43.png,AFPRJIXCULTMHT-UHFFFAOYSA-N
CC#CC1=CC(=O)c2c(C1=O)c(C#N)c(cn2)C#N,44.png,AFRXBYYFZRFXKM-UHFFFAOYSA-N
N#Cc1cnc2c(n1)C(=O)C=C(C2=O)c1ccco1,45.png,AFYJAEFNRYZWSF-UHFFFAOYSA-N
O=C1C(=CC(=O)c2c1cccn2)c1occ(n1)C(F)(F)F,46.png,AGCIVQHQXJAWTP-UHFFFAOYSA-N
COc1nc2c(nc1OC)C(=O)C=C(C2=O)c1cnc([nH]1)N(=O)=O,47.png,AGEYLTYMDBKGCH-UHFFFAOYSA-N
COc1ccc(s1)C1=C(c2ccc(s2)OC)C(=O)c2c(C1=O)cc(C#N)cn2,48.png,AGFYNCKRCXKOLO-UHFFFAOYSA-N
COc1ccnc2c1C(=O)C(=CC2=O)c1[nH]cc(c1)C(F)(F)F,49.png,AGIGBQZAFPTJJE-UHFFFAOYSA-N
N#Cc1cc2c(nc1C#N)C(=O)C=C(C2=O)c1ccc(cc1)S,50.png,AGOSVQSDHRORBO-UHFFFAOYSA-N
C#CC1=CC(=O)c2c(C1=O)nccn2,51.png,AGPJNCNOXIWDNX-UHFFFAOYSA-N
N#CC#CC1=CC(=O)c2c(C1=O)cccn2,52.png,AGUJZPNTNCMLGS-UHFFFAOYSA-N
N#Cc1ccc2c(n1)C(=O)C(=C(C2=O)n1cc(c2c1cccc2)S)n1cc(c2c1cccc2)S,53.png,AGWTZMJNPFXLEN-UHFFFAOYSA-N
N#Cc1ccnc2c1C(=O)C(=C(C2=O)c1ccc([nH]1)N(C)C)c1ccc([nH]1)N(C)C,54.png,AHBIFLGTYHXQAM-UHFFFAOYSA-N
F/C=C/C1=C(/C=C\F)C(=O)c2c(C1=O)nc(OC)cn2,55.png,AHBLUHPHRNAWIC-VOERYJCWSA-N
N#Cc1nc2c(nc1C#N)C(=O)C(=C(C2=O)c1scc(n1)Cl)c1scc(n1)Cl,56.png,AHKGLMWEQBZAPC-UHFFFAOYSA-N
CC(=Nc1ncc([nH]1)C1=C(c2cnc([nH]2)N=C(O)C)C(=O)c2c(C1=O)nccc2)O,57.png,AHMYLCHHZPYGPE-UHFFFAOYSA-N
COc1ccnc2c1C(=O)C(=CC2=O)c1ccc(n1C=O)F,58.png,AHPGWEPQXUKENE-UHFFFAOYSA-N
N#Cc1cnc2c(c1C#N)C(=O)C(=CC2=O)c1ncc(s1)C,59.png,AHQZTGWRVNUGDC-UHFFFAOYSA-N
N#Cc1cnc2c(n1)C(=O)C(=CC2=O)c1ncc(s1)N(=O)=O,60.png,AHZBSRDYUGZFQA-UHFFFAOYSA-N
N#Cc1cnc2c(c1)C(=O)C(=C(C2=O)c1ccc(o1)C(F)(F)F)c1ccc(o1)C(F)(F)F,61.png,AIAWPYSHTNSXJF-UHFFFAOYSA-N
O=C1c2cccnc2C(=O)C(=C1c1[nH]cc(c1)C(F)(F)F)c1[nH]cc(c1)C(F)(F)F,62.png,AILUGVBDYCQTFY-UHFFFAOYSA-N
N#Cc1nc2c(nc1C#N)C(=O)C(=C(C2=O)c1nnc(nn1)O)c1nnc(nn1)O,63.png,AIODUZODIKEITH-UHFFFAOYSA-N
N#Cc1ccc2c(n1)C(=O)C=C(C2=O)c1ccc(n1C=O)O,64.png,AIPRUUGTUOQJOB-UHFFFAOYSA-N
CC(=Nc1ccc(s1)C1=C(c2ccc(s2)N=C(O)C)C(=O)c2c(C1=O)nccc2)O,65.png,AISDIYMJMZJYQN-UHFFFAOYSA-N
N#Cc1nc2c(nc1C#N)C(=O)C(=C(C2=O)c1ccccn1)c1ccccn1,66.png,AIVGNCJSHDFQEF-UHFFFAOYSA-N
COc1ccnc2c1C(=O)C(=CC2=O)c1ncc(s1)N(=O)=O,67.png,AIXCHMHPJLNRKS-UHFFFAOYSA-N
N#Cc1cnc2c(c1)C(=O)C(=CC2=O)c1ccc(n1C=O)N(=O)=O,68.png,AIZAHSSIBFREBM-UHFFFAOYSA-N
O/C=C\C1=CC(=O)c2c(C1=O)nc(cn2)C#N,69.png,AJASIPBGICDCAM-UPHRSURJSA-N
N#Cc1cnc2c(n1)C(=O)C=C(C2=O)C1=CC=CS1(=O)=O,70.png,AJBQFQLNVZXMKE-UHFFFAOYSA-N
N#Cc1nc2c(nc1C#N)C(=O)C=C(C2=O)c1ccc(o1)N(=O)=O,71.png,AJCOHUMFJGSIHI-UHFFFAOYSA-N
N#Cc1ccnc2c1C(=O)C(=CC2=O)c1ccc(cc1)C,72.png,AJFGMIBMLDMLPM-UHFFFAOYSA-N
N#Cc1nc2c(nc1C#N)C(=O)C(=C(C2=O)c1ncc(s1)O)c1ncc(s1)O,73.png,AJFMAFVNTITFDG-UHFFFAOYSA-N
COc1ccc2c(n1)C(=O)C=C(C2=O)c1ccc(s1)C#N,74.png,AJGXJCYMWLTPDK-UHFFFAOYSA-N
N#Cc1cc(C#N)c2c(n1)C(=O)C(=C(C2=O)c1[nH]cc(c1)Cl)c1[nH]cc(c1)Cl,75.png,AJJRQQSUJRCZNC-UHFFFAOYSA-N
COc1ccc2c(n1)C(=O)C=C(C2=O)c1ccc([nH]1)N=C(O)C,76.png,AJKDFXCSOCZUPG-UHFFFAOYSA-N
N#Cc1cc2C(=O)C(=CC(=O)c2nc1C#N)c1ccc(cn1)C(F)(F)F,77.png,AJMVZKLNYGWDQY-UHFFFAOYSA-N
N#Cc1cc(C#N)c2c(n1)C(=O)C(=C(C2=O)c1ncc(cn1)C)c1ncc(cn1)C,78.png,AJOCYLPWPZMBJG-UHFFFAOYSA-N
N#Cc1cnc(nc1)C1=C(c2ncc(cn2)C#N)C(=O)c2c(C1=O)ncc(c2)C#N,79.png,AJSCILSLFVKWIQ-UHFFFAOYSA-N
O=Cn1cccc1C1=CC(=O)c2c(C1=O)cc(c(n2)C#N)C#N,80.png,AJTCHZPCYKDCPV-UHFFFAOYSA-N
N#Cc1cnc2c(n1)C(=O)C=C(C2=O)c1ncc(cn1)F,81.png,AJVLTMWHWWDIMG-UHFFFAOYSA-N
S/N=C\C1=C(/C=N/S)C(=O)c2c(C1=O)nccn2,82.png,AJWBZGNGCFOUEI-YJGGCFATSA-N
FC(Oc1cnc(s1)C1=C(c2ncc(s2)OC(F)(F)F)C(=O)c2c(C1=O)nccn2)(F)F,83.png,AJYUWVXSHVRGJI-UHFFFAOYSA-N
N#Cc1c(C#N)cnc2c1C(=O)C(=CC2=O)c1occ(n1)S,84.png,AKALXIAPEVHEEK-UHFFFAOYSA-N
N#Cc1nc2C(=O)C(=CC(=O)c2nc1C#N)c1nnc(nn1)OC,85.png,AKAXHCGDPUBKKC-UHFFFAOYSA-N
N#Cc1cnc2c(c1)C(=O)C(=C(C2=O)c1ncc(cn1)N(=O)=O)c1ncc(cn1)N(=O)=O,86.png,AKJHXFCMMOKBNH-UHFFFAOYSA-N
N#Cc1c(C#N)cnc2c1C(=O)C(=CC2=O)c1cnc([nH]1)S,87.png,AKROISIIGVBTNO-UHFFFAOYSA-N
COc1ccc2c(n1)C(=O)C=C(C2=O)/C=C/Cl,88.png,ALCLRCQHCKCXRL-SNAWJCMRSA-N
COc1nnn(c1)C1=C(n2nnc(c2)OC)C(=O)c2c(C1=O)nccn2,89.png,ALDUJSOKJPMFFE-UHFFFAOYSA-N
N#Cc1c(C#N)cnc2c1C(=O)C(=CC2=O)c1ccc(o1)N(=O)=O,90.png,ALESHOOGILKRCD-UHFFFAOYSA-N
N#Cc1nc2C(=O)C(=CC(=O)c2nc1C#N)c1ccc(cc1)N=C(O)C,91.png,ALFHPALSRAMBOB-UHFFFAOYSA-N
N#Cc1ccc2c(n1)C(=O)C(=C(C2=O)c1ccc([nH]1)C)c1ccc([nH]1)C,92.png,ALQDOUACIXHWRX-UHFFFAOYSA-N
N#Cc1[nH]cc(n1)C1=C(c2c[nH]c(n2)C#N)C(=O)c2c(C1=O)nccc2,93.png,ALQHZLDCFXMEBJ-UHFFFAOYSA-N
COc1ccnc2c1C(=O)C(=CC2=O)c1ccc(cn1)OC(F)(F)F,94.png,ALRAELHWWOEUID-UHFFFAOYSA-N
O=C1C(=C(c2ccccn2)C(=O)c2c1nccn2)c1ccccn1,95.png,AMBOSQXVQQVVQA-UHFFFAOYSA-N
N#Cc1cnc2c(c1)C(=O)C(=C(C2=O)c1cccs1)c1cccs1,96.png,AMDJDRQUBZEGAB-UHFFFAOYSA-N
Cc1ccc(s1)C1=C(c2ccc(s2)C)C(=O)c2c(C1=O)nccc2,97.png,AMGSQRBTYUVMJT-UHFFFAOYSA-N
CC(=Nc1cnc(nc1)C1=CC(=O)c2c(C1=O)nccn2)O,98.png,AMHQFMGZLQDBBZ-UHFFFAOYSA-N
N#Cc1cnc2c(c1)C(=O)C(=C(C2=O)c1ccc(cn1)C(F)(F)F)c1ccc(cn1)C(F)(F)F,99.png,AMJQNSHSOFPOCT-UHFFFAOYSA-N
N#Cc1cnc2c(n1)C(=O)C(=CC2=O)c1[nH]cc(c1)C(F)(F)F,100.png,AMJUVBVWYOVDSK-UHFFFAOYSA-N
N#Cc1cc(C#N)nc2c1C(=O)C(=CC2=O)c1ccc(cc1)N(=O)=O,101.png,AMPBQYMHRMBUHN-UHFFFAOYSA-N
COc1cnc2c(n1)C(=O)C=C(C2=O)c1occ(n1)C#N,102.png,AMQBPXSVBPYNPY-UHFFFAOYSA-N
COc1nc2c(nc1OC)C(=O)C(=C(C2=O)/C=C\C#N)/C=C\C#N,103.png,AMUUVSGAEWBSTC-GLIMQPGKSA-N
N#Cc1nc2c(nc1C#N)C(=O)C(=C(C2=O)c1ccccc1)c1ccccc1,104.png,AMYBKQMIAWPBMI-UHFFFAOYSA-N
COc1cnc2c(n1)C(=O)C(=C(C2=O)c1ncc(cn1)O)c1ncc(cn1)O,105.png,ANDUOFNFCAVOMK-UHFFFAOYSA-N
COc1c[nH]c(c1)C1=C(c2[nH]cc(c2)OC)C(=O)c2c(C1=O)c(C#N)c(cn2)C#N,106.png,ANFMWMSVTTYOHN-UHFFFAOYSA-N
N#Cc1cnc2c(c1C#N)C(=O)C(=C(C2=O)c1ncc(s1)C(F)(F)F)c1ncc(s1)C(F)(F)F,107.png,ANIMOGYHHJBZDP-UHFFFAOYSA-N
N#Cc1cnc2c(c1)C(=O)C(=CC2=O)c1ccc(o1)C(F)(F)F,108.png,ANJKTNFHNRPPHY-UHFFFAOYSA-N
N#Cc1c(C#N)cnc2c1C(=O)C(=C(C2=O)n1ccnc1Cl)n1ccnc1Cl,109.png,ANLMFWLFUQQNFZ-UHFFFAOYSA-N
N#Cc1ccc(nc1)C1=CC(=O)c2c(C1=O)cc(cn2)C#N,110.png,ANLWVOJXDGDUKL-UHFFFAOYSA-N
COc1ccc2c(n1)C(=O)C=C(C2=O)c1ccc(o1)Cl,111.png,ANOQDCSITIOSDY-UHFFFAOYSA-N
[N-]([C+](O)C)/N=C\C1=CC(=O)c2c(C1=O)cccn2,112.png,ANQIPWOYVRSCQO-NSIKDUERSA-N
O=C1C(=C(C2=CC=C(C2)C(F)(F)F)C(=O)c2c1cccn2)C1=CC=C(C1)C(F)(F)F,113.png,ANRBKGRUYXPGGA-UHFFFAOYSA-N
COc1cnc2c(c1)C(=O)C(=CC2=O)c1ccc([nH]1)S,114.png,ANRPIUPDZVVESR-UHFFFAOYSA-N
COc1ccc([nH]1)C1=C(c2ccc([nH]2)OC)C(=O)c2c(C1=O)nc(C#N)c(c2)C#N,115.png,ANUCBZHVAFXAAY-UHFFFAOYSA-N
N#Cc1cc(C#N)nc2c1C(=O)C(=CC2=O)/C=N\[N-][C+](O)C,116.png,ANVRJYLNAWMKFF-FMQZQXMHSA-N
COc1ccc(n1C=O)C1=CC(=O)c2c(C1=O)nc(cn2)C#N,117.png,ANWMRZAGSNLYAE-UHFFFAOYSA-N
N#Cc1cnc2c(c1)C(=O)C(=CC2=O)c1ccc(n1C=O)Cl,118.png,ANZDCEVGRFHTIQ-UHFFFAOYSA-N
COc1cnc(o1)C1=C(c2ncc(o2)OC)C(=O)c2c(C1=O)nc(c(n2)OC)OC,119.png,AOAIAGSOKIJKRS-UHFFFAOYSA-N
N#Cc1cnc2c(n1)C(=O)C(=CC2=O)n1cc(c2c1cccc2)N=C(O)C,120.png,AOALFNUXYZMNIF-UHFFFAOYSA-N
N#Cc1ccc2c(n1)C(=O)C=C(C2=O)c1ccccn1,121.png,AOBADQYOERVRNW-UHFFFAOYSA-N
N#Cc1cnc2c(c1C#N)C(=O)C(=C(C2=O)C1=CC=C(C1)N(C)C)C1=CC=C(C1)N(C)C,122.png,AOFITYKJMFOJFO-UHFFFAOYSA-N
C#CC1=C(C#C)C(=O)c2c(C1=O)c(C#N)c(cn2)C#N,123.png,AOFODFGBWMNTPX-UHFFFAOYSA-N
N#Cc1ccnc2c1C(=O)C(=CC2=O)c1ccc([nH]1)C,124.png,AOGCNFFUXNULAD-UHFFFAOYSA-N
O=C1C(=C(c2ccc(cn2)OC(F)(F)F)C(=O)c2c1nccn2)c1ccc(cn1)OC(F)(F)F,125.png,AOGXZTLMQHCODR-UHFFFAOYSA-N
N#Cc1nc2C(=O)C=CC(=O)c2nc1C#N,126.png,AOLUJLFASIFBOG-UHFFFAOYSA-N
N#Cc1cnc2c(n1)C(=O)C=C(C2=O)c1ncc(cn1)C,127.png,AONGFLXYDBYCOK-UHFFFAOYSA-N
N#Cc1cnc2c(n1)C(=O)C(=CC2=O)c1scc(n1)F,128.png,AOOLNGKTPCIDSD-UHFFFAOYSA-N
N#Cc1cnc2c(n1)C(=O)C=C(C2=O)c1cnc([nH]1)S,129.png,AOOZNVHNVMDCKA-UHFFFAOYSA-N
N#Cc1ccnc2c1C(=O)C(=C(C2=O)c1ccc(n1C)C(F)(F)F)c1ccc(n1C)C(F)(F)F,130.png,AOPMJTQJBICZHT-UHFFFAOYSA-N
COc1ccc2c(n1)C(=O)C=C(C2=O)c1ccc(cc1)OC(F)(F)F,131.png,AORWEWVTBZPSGL-UHFFFAOYSA-N
COc1cnc2c(c1)C(=O)C(=CC2=O)c1[nH]cc(c1)OC(F)(F)F,132.png,APAPJCLRIQJVCA-UHFFFAOYSA-N
N#Cc1ccnc2c1C(=O)C(=CC2=O)c1cnc([nH]1)N(C)C,133.png,APDMUWWVFZFHMH-UHFFFAOYSA-N
COc1cnc2c(n1)C(=O)C(=C(C2=O)c1cnc([nH]1)N(C)C)c1cnc([nH]1)N(C)C,134.png,APENLCQZTMTJNJ-UHFFFAOYSA-N
COc1nc2C(=O)C=C(C(=O)c2nc1OC)c1ncc(o1)C,135.png,APGNHRVSUSUZFX-UHFFFAOYSA-N
N#Cc1ccc2c(n1)C(=O)C=C(C2=O)c1ncc(cn1)OC(F)(F)F,136.png,APKXVMAXYJBKHD-UHFFFAOYSA-N
N#Cc1cc(C#N)nc2c1C(=O)C(=CC2=O)c1cnc([nH]1)OC(F)(F)F,137.png,APPIGFDUDJRVBN-UHFFFAOYSA-N
N#Cc1nc2C(=O)C(=CC(=O)c2nc1C#N)c1ccc(n1C=O)N=C(O)C,138.png,APQNMSFOMCCLCW-UHFFFAOYSA-N
FC#CC1=CC(=O)c2c(C1=O)nccn2,139.png,APWNSOLJTPDMJJ-UHFFFAOYSA-N
N#Cc1c(C#N)cnc2c1C(=O)C(=CC2=O)c1scc(n1)N(C)C,140.png,APYXWLHBKPPUJB-UHFFFAOYSA-N
COc1ccc([nH]1)C1=C(C(=O)c2c(C1=O)nccn2)c1ccc([nH]1)OC,141.png,AQBBHIBJFGXARR-UHFFFAOYSA-N
N#Cc1cc2C(=O)C(=C(C(=O)c2nc1C#N)n1nnc(c1)N(C)C)n1nnc(c1)N(C)C,142.png,AQJQUVOEKPIRHO-UHFFFAOYSA-N
COc1nc2C(=O)C(=C(C(=O)c2nc1OC)c1nnc(nn1)C(F)(F)F)c1nnc(nn1)C(F)(F)F,143.png,AQLBTTAEVHDTQM-UHFFFAOYSA-N
COc1cnc2c(n1)C(=O)C(=C(C2=O)c1ncccn1)c1ncccn1,144.png,AQLNLWFZPDXBNU-UHFFFAOYSA-N
COc1cnc2c(c1)C(=O)C(=CC2=O)c1ncc(s1)OC(F)(F)F,145.png,AQLPHAVJTIZXLQ-UHFFFAOYSA-N
N#Cc1cnc2c(c1)C(=O)C(=CC2=O)C1=CC=C(C1)F,146.png,AQNTWXQRHIFOAP-UHFFFAOYSA-N
N#C/N=C\C1=C(/C=N\C#N)C(=O)c2c(C1=O)nccc2,147.png,AQQVJKBZHCGCRF-CEPGUBPCSA-N
O=C1C(=CC(=O)c2c1cccn2)c1ncc(cn1)C(F)(F)F,148.png,AQVJTDLGKMIVGQ-UHFFFAOYSA-N
N#Cc1nc2c(nc1C#N)C(=O)C=C(C2=O)n1cc(c2c1cccc2)N(C)C,149.png,ARAHTAJCCXIEJJ-UHFFFAOYSA-N
N#Cc1cnc2c(c1)C(=O)C(=C(C2=O)c1ncc(s1)N(=O)=O)c1ncc(s1)N(=O)=O,150.png,ARCLLBAXOBKIGW-UHFFFAOYSA-N
N#Cc1ccc2c(n1)C(=O)C=C(C2=O)c1cnc([nH]1)[N-][C+](O)C,151.png,ARKQIFLGBZHUQV-UHFFFAOYSA-N
CC(=Nc1nnc(nn1)C1=CC(=O)c2c(C1=O)nccn2)O,152.png,ARLBTHCPVNDQHW-UHFFFAOYSA-N
N#Cc1cc(C#N)c2c(n1)C(=O)C=C(C2=O)c1ccc(n1C)S,153.png,ARLYEEQPLRIKTF-UHFFFAOYSA-N
COc1cnc2c(n1)C(=O)C(=CC2=O)c1ncc(s1)C#N,154.png,ARMAYZYGXXWMOB-UHFFFAOYSA-N
N#Cc1cc(C#N)nc2c1C(=O)C(=C(C2=O)c1cccn1C)c1cccn1C,155.png,ARPMBGZXCQEPEW-UHFFFAOYSA-N
N#Cc1cnc2c(c1)C(=O)C(=CC2=O)c1ccccc1,156.png,ARVGGZRWYGOHEV-UHFFFAOYSA-N
N#Cc1ccnc2c1C(=O)C(=C(C2=O)n1nnc(c1)OC(F)(F)F)n1nnc(c1)OC(F)(F)F,157.png,ARXHBCRXSXSIQA-UHFFFAOYSA-N
N#Cc1cnc2c(c1)C(=O)C(=C(C2=O)n1ccnc1OC)n1ccnc1OC,158.png,ASALZNDVQVZHLI-UHFFFAOYSA-N
N#Cc1cc2C(=O)C(=CC(=O)c2nc1C#N)c1nnc(nn1)C(F)(F)F,159.png,ASGONBHQLMLAIG-UHFFFAOYSA-N
N#Cc1nc2C(=O)C=C(C(=O)c2nc1C#N)c1scc(n1)N(=O)=O,160.png,ASTWKOISBGOKCW-UHFFFAOYSA-N
Sc1c[nH]c(c1)C1=CC(=O)c2c(C1=O)nccn2,161.png,ASXNUPNRHHWUQT-UHFFFAOYSA-N
N#Cc1cc(C#N)nc2c1C(=O)C(=CC2=O)c1ccc(n1C=O)N=C(O)C,162.png,ATAQIBVGIVAXSX-UHFFFAOYSA-N
N#Cc1cnc2c(c1)C(=O)C(=C(C2=O)c1ncc(cn1)C)c1ncc(cn1)C,163.png,ATCPYSOJVIIZJE-UHFFFAOYSA-N
N#Cc1cc(C#N)c2c(n1)C(=O)C=C(C2=O)c1scc(n1)N(=O)=O,164.png,ATFYNXJKVIDVKK-UHFFFAOYSA-N
N#Cc1c(C#N)cnc2c1C(=O)C(=CC2=O)c1ccc([nH]1)S,165.png,ATMPDXUOHUUXKA-UHFFFAOYSA-N
F/C=C/C1=CC(=O)c2c(C1=O)c(C#N)ccn2,166.png,ATROQSUNRBUIFN-HNQUOIGGSA-N
N#Cc1ccnc2c1C(=O)C(=C(C2=O)c1ccc(n1C)C#N)c1ccc(n1C)C#N,167.png,ATSJRUBQWOBZQY-UHFFFAOYSA-N
N#Cc1nc2c(nc1C#N)C(=O)C(=C(C2=O)c1ccc(n1C=O)N(=O)=O)c1ccc(n1C=O)N(=O)=O,168.png,ATVMFLVYCBBRHX-UHFFFAOYSA-N
COc1cnc2c(n1)C(=O)C(=C(C2=O)c1cnc([nH]1)O)c1cnc([nH]1)O,169.png,ATVXYBYSQLIPHA-UHFFFAOYSA-N
N#Cc1cc(C#N)nc2c1C(=O)C(=CC2=O)c1ccc([nH]1)N=C(O)C,170.png,ATXWEMXXHDHNKA-UHFFFAOYSA-N
Cc1ccc([nH]1)C1=C(c2ccc([nH]2)C)C(=O)c2c(C1=O)nccc2,171.png,AUKBVQLBZKDFRD-UHFFFAOYSA-N
N#Cc1cnc2c(c1)C(=O)C(=CC2=O)c1ccc(n1C=O)O,172.png,AUMVVCIMLOVTGP-UHFFFAOYSA-N
